# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TRMT2A	TRMT2A	NM_001331039.2	protein_coding	0	1	0	7	0	0	0	0	0	0	0	3	0	5	0	0	0	1	0	0	0	0
TRMT2A	TRMT2A	NM_022727.6	protein_coding	0	1	0	7	0	0	0	0	0	0	0	3	0	5	0	0	0	1	0	0	0	0
TRMT2A	TRMT2A	NM_182984.5	protein_coding	0	1	0	7	0	0	0	0	0	0	0	3	0	5	0	0	0	1	0	0	0	0
TRMU	TRMU	NM_001282782.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRMU	TRMU	NM_001282783.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRMU	TRMU	NM_001282784.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRMU	TRMU	NM_001282785.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRMU	TRMU	NM_018006.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRMU	TRMU	NR_104240.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRMU	TRMU	NR_104241.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TSPO	TSPO	NM_000714.6	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
TSPO	TSPO	NM_001256530.1	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
TSPO	TSPO	NM_001256531.1	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
TSPO	TSPO	NR_046308.2		0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
TSSK2	TSSK2	NM_053006.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TST	TST	NM_001270483.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TST	TST	NM_003312.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TTC28	TTC28	NM_001145418.1	protein_coding	1	3	2	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	3	0
TTC28-AS1	TTC28-AS1	NR_026963.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TTC38	TTC38	NM_017931.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TTLL1	TTLL1	NM_012263.5	protein_coding	0	4	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	4	0
TTLL1	TTLL1	NR_027779.1		0	1	0	9	0	0	0	0	0	0	0	0	0	5	0	5	0	1	0	0	0	0
TTLL12	TTLL12	NM_015140.4	protein_coding	0	1	0	15	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	1	0
TTLL8	TTLL8	NM_001350317.1	protein_coding	0	0	2	6	1	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	1
TUBA3FP	TUBA3FP	NR_003608.1		1	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3
TUBA8	TUBA8	NM_001193414.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TUBA8	TUBA8	NM_018943.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TUBGCP6	TUBGCP6	NM_020461.4	protein_coding	0	0	2	12	0	0	0	0	0	0	0	1	0	5	2	0	0	0	0	0	0	6
TXN2	TXN2	NM_012473.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TXNRD2	TXNRD2	NM_001282512.3	protein_coding	0	1	2	15	1	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	1	0
TXNRD2	TXNRD2	NM_001352300.2	protein_coding	0	2	3	18	0	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	2	0
TXNRD2	TXNRD2	NM_001352301.1	protein_coding	0	2	3	18	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	2	3
TXNRD2	TXNRD2	NM_001352302.1	protein_coding	0	1	2	20	0	0	2	0	0	0	0	0	0	18	2	0	0	0	0	0	1	0
TXNRD2	TXNRD2	NM_001352303.1	protein_coding	0	2	2	14	1	0	1	0	0	0	0	0	0	12	2	0	0	1	0	0	1	1
TXNRD2	TXNRD2	NM_006440.5	protein_coding	0	2	3	18	0	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	2	0
TXNRD2	TXNRD2	NR_147957.2		0	0	0	23	0	0	0	0	0	0	0	0	0	20	0	3	0	0	0	0	0	0
TYMP	TYMP	NM_001113755.3	protein_coding	0	2	0	14	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	2	3
TYMP	TYMP	NM_001113756.3	protein_coding	0	2	0	14	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	2	3
TYMP	TYMP	NM_001257988.1	protein_coding	0	2	0	14	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	2	3
TYMP	TYMP	NM_001257989.1	protein_coding	0	2	0	14	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	2	3
TYMP	TYMP	NM_001953.5	protein_coding	0	2	0	14	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	2	3
UBE2L3	UBE2L3	NM_001256355.1	protein_coding	0	0	0	5	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
UBE2L3	UBE2L3	NM_001256356.1	protein_coding	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
UBE2L3	UBE2L3	NM_003347.4	protein_coding	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
UBE2L3	UBE2L3	NR_028436.3		0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2
UBE2L3	UBE2L3	NR_046082.2		0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2
UFD1	UFD1	NM_001035247.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UFD1	UFD1	NM_001362910.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UFD1	UFD1	NM_005659.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UPB1	UPB1	NM_016327.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
UPK3A	UPK3A	NM_001167574.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1
UPK3A	UPK3A	NM_006953.4	protein_coding	0	2	1	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	1
USP18	USP18	NM_017414.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
VPREB1	VPREB1	NM_001303509.2	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
VPREB1	VPREB1	NM_007128.4	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
VPREB3	VPREB3	NM_013378.3	protein_coding	0	0	0	5	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2
WBP2NL	WBP2NL	NM_152613.3	protein_coding	0	0	2	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3
WNT7B	WNT7B	NM_058238.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
XBP1	XBP1	NM_001079539.1	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
XBP1	XBP1	NM_005080.3	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
XKR3	XKR3	NM_001318251.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
XKR3	XKR3	NM_175878.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
XPNPEP3	XPNPEP3	NM_001204827.1	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0
XPNPEP3	XPNPEP3	NM_022098.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
XRCC6	XRCC6	NM_001288976.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
XRCC6	XRCC6	NM_001288977.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
XRCC6	XRCC6	NM_001288978.1	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
XRCC6	XRCC6	NM_001469.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YDJC	YDJC	NM_001017964.2	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2
YDJC	YDJC	NM_001371350.1	protein_coding	0	1	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
YDJC	YDJC	NR_163922.1		0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2
YDJC	YDJC	NR_163923.1		0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2
YDJC	YDJC	NR_163924.1		0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2
YDJC	YDJC	NR_163925.1		0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2
YPEL1	YPEL1	NM_013313.5	protein_coding	0	0	0	4	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
YPEL1	YPEL1	NR_130910.2		0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0
ZBED4	ZBED4	NM_014838.3	protein_coding	0	5	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	3
ZC3H7B	ZC3H7B	NM_017590.6	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ZDHHC8	ZDHHC8	NM_001185024.2	protein_coding	0	0	0	10	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0
ZDHHC8	ZDHHC8	NM_013373.4	protein_coding	0	0	0	10	1	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0
ZDHHC8P1	ZDHHC8P1	NR_003950.1		0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0
ZMAT5	ZMAT5	NM_001003692.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZMAT5	ZMAT5	NM_001318129.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZMAT5	ZMAT5	NM_019103.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZNF280A	ZNF280A	NM_080740.5	protein_coding	0	4	8	2	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	4	0
ZNF70	ZNF70	NM_021916.4	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ZNF74	ZNF74	NM_001256523.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
ZNF74	ZNF74	NM_001256524.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
ZNF74	ZNF74	NM_001256525.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
ZNF74	ZNF74	NM_003426.4	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
ZNF74	ZNF74	NR_046282.2		0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4
ZNRF3	ZNRF3	NM_001206998.2	protein_coding	0	1	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0
ZNRF3	ZNRF3	NM_032173.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
